epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,8040.59,0.37553,0.33546,0.92895,0.99001,0.98923,0.99449,0.97301,0.21711,0.1835,0.8157,0.000174406,0.000174406,0.000174406
178,8083.22,0.36425,0.35372,0.93159,0.98825,0.97693,0.99415,0.97296,0.22104,0.19056,0.81605,0.000172693,0.000172693,0.000172693
179,8126.01,0.35576,0.31204,0.92231,0.98689,0.98585,0.99408,0.9717,0.21787,0.19764,0.81587,0.000170979,0.000170979,0.000170979
180,8168.35,0.36807,0.33095,0.92729,0.98563,0.98872,0.99443,0.97348,0.21536,0.18919,0.81646,0.000169266,0.000169266,0.000169266
181,8210.52,0.36869,0.38583,0.93027,0.99035,0.98616,0.99443,0.97168,0.21497,0.18575,0.81386,0.000167552,0.000167552,0.000167552
182,8252.88,0.36523,0.32764,0.92215,0.98812,0.98213,0.99471,0.97253,0.21116,0.1871,0.81484,0.000165838,0.000165838,0.000165838
183,8295.45,0.36219,0.31868,0.92313,0.99031,0.98843,0.995,0.97247,0.21405,0.18381,0.8137,0.000164125,0.000164125,0.000164125
184,8338.23,0.3576,0.31677,0.91542,0.98877,0.98952,0.995,0.97295,0.21429,0.17748,0.81306,0.000162411,0.000162411,0.000162411
185,8382.27,0.36221,0.32457,0.92782,0.98338,0.99104,0.99484,0.96973,0.22113,0.18243,0.8158,0.000160698,0.000160698,0.000160698
186,8425.22,0.37239,0.32495,0.93177,0.98883,0.98859,0.99473,0.97317,0.21617,0.18567,0.81486,0.000158984,0.000158984,0.000158984
187,8467.94,0.36815,0.33232,0.92773,0.98036,0.9846,0.99473,0.9744,0.2121,0.18904,0.81394,0.00015727,0.00015727,0.00015727
188,8510.33,0.35402,0.31266,0.91835,0.98874,0.98148,0.995,0.97193,0.20988,0.18283,0.81201,0.000155557,0.000155557,0.000155557
189,8552.41,0.35427,0.30699,0.92106,0.97665,0.98698,0.99363,0.96636,0.21979,0.19637,0.81962,0.000153843,0.000153843,0.000153843
190,8594.65,0.37253,0.33894,0.93715,0.98411,0.98096,0.995,0.97297,0.21543,0.19387,0.81573,0.00015213,0.00015213,0.00015213
191,8636.78,0.36723,0.31717,0.9316,0.98906,0.98544,0.9949,0.9745,0.20813,0.18432,0.81353,0.000150416,0.000150416,0.000150416
192,8679.09,0.36007,0.31583,0.91814,0.98628,0.99036,0.995,0.97411,0.20652,0.18262,0.81322,0.000148702,0.000148702,0.000148702
193,8722.51,0.35187,0.31445,0.91257,0.98929,0.9914,0.995,0.97338,0.21434,0.18328,0.8151,0.000146989,0.000146989,0.000146989
194,8767.22,0.35055,0.31058,0.91403,0.98877,0.99155,0.995,0.97388,0.20991,0.17944,0.8123,0.000145275,0.000145275,0.000145275
195,8810.94,0.36113,0.31439,0.91488,0.99005,0.99064,0.995,0.97545,0.20574,0.18026,0.81214,0.000143562,0.000143562,0.000143562
196,8854.76,0.35475,0.31184,0.92262,0.99002,0.98471,0.995,0.97402,0.21285,0.18784,0.81357,0.000141848,0.000141848,0.000141848
197,8901.89,0.36596,0.33698,0.92951,0.9885,0.99007,0.995,0.9733,0.20885,0.18904,0.81288,0.000140134,0.000140134,0.000140134
198,8951.54,0.35201,0.31548,0.91351,0.98838,0.99255,0.995,0.97413,0.20761,0.1838,0.81493,0.000138421,0.000138421,0.000138421
199,9001.39,0.35142,0.30787,0.91994,0.98551,0.99507,0.995,0.97295,0.21143,0.18202,0.8143,0.000136707,0.000136707,0.000136707
200,9051.08,0.35725,0.31316,0.92696,0.98735,0.99012,0.995,0.9733,0.2041,0.17909,0.80961,0.000134994,0.000134994,0.000134994
201,9097.63,0.35736,0.30476,0.91588,0.98872,0.98526,0.99478,0.97638,0.20316,0.17922,0.80913,0.00013328,0.00013328,0.00013328
202,9143.23,0.3514,0.31922,0.91666,0.9892,0.98463,0.99478,0.97811,0.20622,0.17739,0.80962,0.000131566,0.000131566,0.000131566
203,9188.13,0.34245,0.30317,0.91199,0.98627,0.99297,0.995,0.97757,0.2049,0.17629,0.80989,0.000129853,0.000129853,0.000129853
204,9235.93,0.35085,0.30637,0.92265,0.98883,0.99181,0.995,0.97812,0.20194,0.17532,0.80852,0.000128139,0.000128139,0.000128139
205,9281.37,0.35595,0.31496,0.91904,0.98985,0.98993,0.995,0.9769,0.20225,0.17768,0.81065,0.000126426,0.000126426,0.000126426
206,9326.71,0.35024,0.30163,0.9203,0.98801,0.99254,0.995,0.97713,0.20668,0.17874,0.81204,0.000124712,0.000124712,0.000124712
207,9374,0.35796,0.3246,0.92763,0.98609,0.98918,0.995,0.97859,0.20189,0.18051,0.80882,0.000122998,0.000122998,0.000122998
208,9420.21,0.34651,0.31067,0.91252,0.98415,0.98634,0.995,0.98047,0.19815,0.17447,0.80826,0.000121285,0.000121285,0.000121285
209,9468.43,0.34444,0.29339,0.91291,0.98633,0.98248,0.99478,0.97942,0.19982,0.17659,0.80843,0.000119571,0.000119571,0.000119571
210,9517.3,0.35719,0.30532,0.91948,0.98862,0.98393,0.995,0.97911,0.19728,0.17403,0.80883,0.000117858,0.000117858,0.000117858
211,9565.1,0.33535,0.29293,0.91256,0.98597,0.98878,0.995,0.98015,0.19711,0.17283,0.80761,0.000116144,0.000116144,0.000116144
212,9611.96,0.35769,0.30288,0.92815,0.98964,0.98822,0.995,0.9806,0.19809,0.17589,0.80711,0.00011443,0.00011443,0.00011443
213,9658.5,0.34018,0.30027,0.90921,0.98933,0.99062,0.995,0.98132,0.1963,0.17993,0.80794,0.000112717,0.000112717,0.000112717
214,9704.16,0.33955,0.30249,0.91633,0.99012,0.9902,0.995,0.97954,0.19779,0.17656,0.80858,0.000111003,0.000111003,0.000111003
215,9750.01,0.34079,0.29349,0.91274,0.98942,0.99105,0.995,0.98096,0.19656,0.17255,0.81068,0.00010929,0.00010929,0.00010929
216,9796.83,0.33564,0.29203,0.91676,0.98887,0.99283,0.995,0.98173,0.19207,0.16804,0.80869,0.000107576,0.000107576,0.000107576
217,9848.12,0.33094,0.29612,0.91398,0.98984,0.98842,0.995,0.97931,0.19793,0.17274,0.8075,0.000105862,0.000105862,0.000105862
218,9893.68,0.3361,0.30667,0.91559,0.98864,0.98923,0.995,0.97995,0.19591,0.1748,0.80674,0.000104149,0.000104149,0.000104149
219,9940.46,0.33715,0.29474,0.91315,0.98714,0.99113,0.995,0.98022,0.19608,0.17674,0.80729,0.000102435,0.000102435,0.000102435
220,9988.86,0.33882,0.29827,0.91151,0.98746,0.99193,0.995,0.97971,0.20024,0.17847,0.8087,0.000100722,0.000100722,0.000100722
221,10034,0.33825,0.30886,0.91365,0.98818,0.9945,0.995,0.97881,0.198,0.17654,0.8089,9.9008e-05,9.9008e-05,9.9008e-05
222,10080.6,0.35185,0.30735,0.91822,0.98813,0.99508,0.995,0.97636,0.20248,0.18029,0.8106,9.72944e-05,9.72944e-05,9.72944e-05
223,10130.1,0.32671,0.29147,0.90929,0.98544,0.98924,0.99478,0.97776,0.20213,0.18523,0.81148,9.55808e-05,9.55808e-05,9.55808e-05
224,10175.4,0.32726,0.28646,0.91429,0.98738,0.98736,0.99478,0.97771,0.20291,0.18202,0.80997,9.38672e-05,9.38672e-05,9.38672e-05
225,10223.3,0.33774,0.30349,0.91501,0.98351,0.98882,0.99473,0.9778,0.19852,0.18478,0.8084,9.21536e-05,9.21536e-05,9.21536e-05
226,10271.7,0.33391,0.30001,0.91352,0.98683,0.99161,0.995,0.9798,0.19503,0.18049,0.80713,9.044e-05,9.044e-05,9.044e-05
227,10320.2,0.34549,0.3455,0.92587,0.98918,0.99293,0.995,0.97946,0.19597,0.17863,0.80602,8.87264e-05,8.87264e-05,8.87264e-05
228,10368.5,0.34339,0.31118,0.91054,0.98399,0.99519,0.995,0.97856,0.19879,0.17619,0.80582,8.70128e-05,8.70128e-05,8.70128e-05
229,10414.5,0.32336,0.29164,0.9056,0.98035,0.99716,0.995,0.97865,0.19441,0.17622,0.80764,8.52992e-05,8.52992e-05,8.52992e-05
230,10460.6,0.32156,0.28263,0.90144,0.98958,0.9886,0.995,0.97821,0.19678,0.17697,0.80762,8.35856e-05,8.35856e-05,8.35856e-05
231,10508,0.35297,0.32096,0.93385,0.98849,0.98722,0.99458,0.97976,0.19592,0.18185,0.80787,8.1872e-05,8.1872e-05,8.1872e-05
232,10555.1,0.32407,0.28477,0.90574,0.98861,0.98906,0.99336,0.97864,0.19359,0.17692,0.80757,8.01584e-05,8.01584e-05,8.01584e-05
233,10603.9,0.34153,0.29913,0.91811,0.98891,0.98851,0.99478,0.98025,0.19474,0.17165,0.80758,7.84448e-05,7.84448e-05,7.84448e-05
234,10653.9,0.33774,0.30655,0.91785,0.98927,0.99114,0.995,0.97949,0.19892,0.16894,0.80924,7.67312e-05,7.67312e-05,7.67312e-05
235,10702.8,0.32079,0.27774,0.90521,0.98901,0.99218,0.995,0.97951,0.19771,0.16858,0.80999,7.50176e-05,7.50176e-05,7.50176e-05
236,10750.9,0.33134,0.27644,0.91899,0.98741,0.99339,0.995,0.97928,0.1956,0.17325,0.80739,7.3304e-05,7.3304e-05,7.3304e-05
237,10799.7,0.33952,0.30678,0.91897,0.9878,0.9924,0.995,0.98038,0.19314,0.17528,0.80549,7.15904e-05,7.15904e-05,7.15904e-05
238,10845.7,0.32886,0.2858,0.91183,0.98829,0.99119,0.995,0.97871,0.19374,0.17612,0.80606,6.98768e-05,6.98768e-05,6.98768e-05
239,10894.1,0.34006,0.28733,0.91891,0.98927,0.99211,0.995,0.97949,0.19392,0.17084,0.80592,6.81632e-05,6.81632e-05,6.81632e-05
240,10941.4,0.33681,0.28897,0.91906,0.98855,0.99299,0.995,0.97908,0.19337,0.17176,0.80518,6.64496e-05,6.64496e-05,6.64496e-05
241,10989,0.32466,0.27245,0.90589,0.98902,0.99133,0.995,0.97922,0.19225,0.1727,0.80626,6.4736e-05,6.4736e-05,6.4736e-05
242,11035.2,0.32536,0.28855,0.90991,0.98914,0.98771,0.995,0.97967,0.19084,0.16867,0.8067,6.30224e-05,6.30224e-05,6.30224e-05
243,11077.3,0.36699,0.33805,0.94809,0.9902,0.9886,0.995,0.98066,0.19022,0.16933,0.80668,6.13088e-05,6.13088e-05,6.13088e-05
244,11119.5,0.33084,0.28886,0.91095,0.98637,0.98894,0.995,0.98135,0.19151,0.171,0.80785,5.95952e-05,5.95952e-05,5.95952e-05
245,11161.8,0.31741,0.29611,0.90588,0.98362,0.99196,0.995,0.98183,0.19053,0.17077,0.80607,5.78816e-05,5.78816e-05,5.78816e-05
246,11203.8,0.3228,0.28599,0.91296,0.98553,0.99268,0.995,0.98264,0.18872,0.17108,0.80497,5.6168e-05,5.6168e-05,5.6168e-05
247,11246,0.33415,0.29533,0.91668,0.98856,0.99161,0.995,0.98106,0.19119,0.16956,0.80532,5.44544e-05,5.44544e-05,5.44544e-05
248,11288.6,0.32895,0.28851,0.90882,0.98714,0.99024,0.995,0.98137,0.19293,0.17172,0.8062,5.27408e-05,5.27408e-05,5.27408e-05
249,11331,0.30819,0.27486,0.89932,0.98595,0.99187,0.995,0.98022,0.19167,0.17052,0.80622,5.10272e-05,5.10272e-05,5.10272e-05
250,11373.2,0.33135,0.29515,0.92043,0.98752,0.99179,0.995,0.98167,0.18697,0.17217,0.80487,4.93136e-05,4.93136e-05,4.93136e-05
251,11415.5,0.34629,0.31886,0.94173,0.98605,0.99286,0.995,0.98427,0.18547,0.16892,0.80315,4.76e-05,4.76e-05,4.76e-05
252,11457.8,0.33506,0.2949,0.92927,0.98617,0.99053,0.995,0.98451,0.18429,0.16957,0.80218,4.58864e-05,4.58864e-05,4.58864e-05
253,11500,0.30893,0.29966,0.90433,0.98561,0.99352,0.995,0.98245,0.1845,0.16841,0.80205,4.41728e-05,4.41728e-05,4.41728e-05
254,11542.3,0.32597,0.2826,0.90456,0.98559,0.99331,0.995,0.98271,0.18368,0.16595,0.8015,4.24592e-05,4.24592e-05,4.24592e-05
255,11584.4,0.3213,0.28039,0.90905,0.98623,0.99338,0.995,0.98377,0.18115,0.16622,0.80095,4.07456e-05,4.07456e-05,4.07456e-05
256,11627.6,0.31906,0.29228,0.91636,0.98851,0.99255,0.995,0.98375,0.18314,0.16701,0.80284,3.9032e-05,3.9032e-05,3.9032e-05
257,11671.3,0.33466,0.28709,0.91275,0.98942,0.99373,0.995,0.98457,0.1843,0.16722,0.80275,3.73184e-05,3.73184e-05,3.73184e-05
258,11715.1,0.32895,0.29767,0.91144,0.98828,0.99614,0.995,0.98463,0.18253,0.167,0.80258,3.56048e-05,3.56048e-05,3.56048e-05
259,11758.3,0.32056,0.27885,0.91066,0.98748,0.99642,0.995,0.98465,0.18261,0.16719,0.80232,3.38912e-05,3.38912e-05,3.38912e-05
260,11801.7,0.32309,0.2755,0.90841,0.98737,0.99669,0.995,0.98327,0.18151,0.16558,0.80141,3.21776e-05,3.21776e-05,3.21776e-05
261,11845,0.32634,0.283,0.90275,0.98637,0.99716,0.995,0.98367,0.17979,0.16609,0.80207,3.0464e-05,3.0464e-05,3.0464e-05
262,11888.4,0.31725,0.28156,0.90437,0.9868,0.99722,0.995,0.98353,0.18248,0.16733,0.80253,2.87504e-05,2.87504e-05,2.87504e-05
263,11931.6,0.31594,0.27576,0.91274,0.98634,0.9965,0.995,0.98252,0.18214,0.16708,0.80215,2.70368e-05,2.70368e-05,2.70368e-05
264,11976.2,0.32148,0.28166,0.90578,0.98683,0.99698,0.995,0.98267,0.18199,0.1657,0.80175,2.53232e-05,2.53232e-05,2.53232e-05
265,12020.2,0.31276,0.27428,0.90619,0.98643,0.99686,0.995,0.98317,0.18165,0.16555,0.80117,2.36096e-05,2.36096e-05,2.36096e-05
266,12063.8,0.23446,0.19967,0.84156,0.98543,0.99202,0.995,0.97945,0.19139,0.17049,0.80398,2.1896e-05,2.1896e-05,2.1896e-05
267,12107.3,0.24161,0.23574,0.83918,0.98515,0.99185,0.995,0.97874,0.19158,0.17154,0.80309,2.01824e-05,2.01824e-05,2.01824e-05
268,12150.4,0.22866,0.2041,0.84037,0.98217,0.99281,0.99484,0.97865,0.18935,0.17165,0.80215,1.84688e-05,1.84688e-05,1.84688e-05
269,12192.9,0.22551,0.19523,0.83665,0.98156,0.99299,0.99484,0.9818,0.18768,0.16951,0.80229,1.67552e-05,1.67552e-05,1.67552e-05
270,12234.7,0.23214,0.1993,0.83526,0.98127,0.9934,0.99484,0.98147,0.18674,0.17037,0.80188,1.50416e-05,1.50416e-05,1.50416e-05
271,12277.9,0.21687,0.17951,0.83489,0.98111,0.99394,0.99484,0.98209,0.18782,0.16834,0.80216,1.3328e-05,1.3328e-05,1.3328e-05
272,12321.4,0.22274,0.18302,0.83629,0.98152,0.99407,0.99484,0.9823,0.18406,0.16699,0.80118,1.16144e-05,1.16144e-05,1.16144e-05
273,12364.1,0.22726,0.18709,0.83997,0.98217,0.99395,0.99484,0.98247,0.18215,0.16706,0.8011,9.9008e-06,9.9008e-06,9.9008e-06
274,12407.5,0.23035,0.19266,0.84109,0.98226,0.99381,0.99484,0.98161,0.18342,0.16706,0.80137,8.1872e-06,8.1872e-06,8.1872e-06
275,12450.5,0.21575,0.18115,0.83971,0.98237,0.99431,0.99484,0.98165,0.18399,0.1673,0.80207,6.4736e-06,6.4736e-06,6.4736e-06
